Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1980","1980","hg/ha","11453"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1981","1981","hg/ha","12974"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1982","1982","hg/ha","12638"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1983","1983","hg/ha","11731"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1984","1984","hg/ha","11334"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1985","1985","hg/ha","12402"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1986","1986","hg/ha","15302"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1987","1987","hg/ha","16419"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1988","1988","hg/ha","10522"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1989","1989","hg/ha","11159"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1990","1990","hg/ha","14037"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1991","1991","hg/ha","15238"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1992","1992","hg/ha","13993"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1993","1993","hg/ha","11497"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1994","1994","hg/ha","15706"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1995","1995","hg/ha","13391"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1996","1996","hg/ha","16076"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1997","1997","hg/ha","14679"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1998","1998","hg/ha","16895"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","1999","1999","hg/ha","14213"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2000","2000","hg/ha","15149"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2001","2001","hg/ha","15030"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2002","2002","hg/ha","13064"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2003","2003","hg/ha","13584"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2004","2004","hg/ha","13130"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2005","2005","hg/ha","16916"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2006","2006","hg/ha","14241"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2007","2007","hg/ha","15970"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2008","2008","hg/ha","16031"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2009","2009","hg/ha","17320"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2010","2010","hg/ha","16159"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2011","2011","hg/ha","15641"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2012","2012","hg/ha","16931"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2013","2013","hg/ha","15623"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2014","2014","hg/ha","16581"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2015","2015","hg/ha","18247"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2016","2016","hg/ha","19357"
"QC","Crops","5203","Northern America","5419","Yield","267","Sunflower seed","2017","2017","hg/ha","18065"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1961","1961","hg/ha","13258"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1962","1962","hg/ha","15810"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1963","1963","hg/ha","17214"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1964","1964","hg/ha","15946"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1965","1965","hg/ha","16973"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1966","1966","hg/ha","18082"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1967","1967","hg/ha","15967"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1968","1968","hg/ha","17627"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1969","1969","hg/ha","19716"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1970","1970","hg/ha","20197"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1971","1971","hg/ha","21534"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1972","1972","hg/ha","20371"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1973","1973","hg/ha","19919"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1974","1974","hg/ha","17462"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1975","1975","hg/ha","19936"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1976","1976","hg/ha","20540"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1977","1977","hg/ha","20357"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1978","1978","hg/ha","20773"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1979","1979","hg/ha","21028"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1980","1980","hg/ha","21027"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1981","1981","hg/ha","22327"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1982","1982","hg/ha","23142"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1983","1983","hg/ha","23965"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1984","1984","hg/ha","22811"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1985","1985","hg/ha","22606"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1986","1986","hg/ha","22758"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1987","1987","hg/ha","23074"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1988","1988","hg/ha","18925"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1989","1989","hg/ha","20631"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1990","1990","hg/ha","25294"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1991","1991","hg/ha","22857"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1992","1992","hg/ha","24730"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1993","1993","hg/ha","24496"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1994","1994","hg/ha","24067"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1995","1995","hg/ha","23569"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1996","1996","hg/ha","24361"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1997","1997","hg/ha","24935"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1998","1998","hg/ha","27030"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","1999","1999","hg/ha","27836"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2000","2000","hg/ha","26965"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2001","2001","hg/ha","24363"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2002","2002","hg/ha","21891"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2003","2003","hg/ha","27408"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2004","2004","hg/ha","28197"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2005","2005","hg/ha","27961"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2006","2006","hg/ha","26023"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2007","2007","hg/ha","25948"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2008","2008","hg/ha","29682"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2009","2009","hg/ha","29250"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2010","2010","hg/ha","30240"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2011","2011","hg/ha","29468"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2012","2012","hg/ha","30355"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2013","2013","hg/ha","33242"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2014","2014","hg/ha","29233"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2015","2015","hg/ha","32647"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2016","2016","hg/ha","35166"
"QC","Crops","5203","Northern America","5419","Yield","15","Wheat","2017","2017","hg/ha","31903"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1961","1961","hg/ha","22033"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1962","1962","hg/ha","24302"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1963","1963","hg/ha","25802"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1964","1964","hg/ha","23787"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1965","1965","hg/ha","27319"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1966","1966","hg/ha","27633"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1967","1967","hg/ha","27815"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1968","1968","hg/ha","28589"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1969","1969","hg/ha","31086"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1970","1970","hg/ha","29607"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1971","1971","hg/ha","33760"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1972","1972","hg/ha","34585"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1973","1973","hg/ha","32932"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1974","1974","hg/ha","27338"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1975","1975","hg/ha","31785"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1976","1976","hg/ha","32666"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1977","1977","hg/ha","33925"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1978","1978","hg/ha","37129"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1979","1979","hg/ha","39343"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1980","1980","hg/ha","34252"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1981","1981","hg/ha","38402"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1982","1982","hg/ha","39555"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1983","1983","hg/ha","31788"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1984","1984","hg/ha","38421"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1985","1985","hg/ha","41800"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1986","1986","hg/ha","41705"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1987","1987","hg/ha","41116"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1988","1988","hg/ha","31868"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1989","1989","hg/ha","38889"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1990","1990","hg/ha","42318"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1991","1991","hg/ha","40231"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1992","1992","hg/ha","46785"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1993","1993","hg/ha","38958"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1994","1994","hg/ha","49100"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1995","1995","hg/ha","41893"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1996","1996","hg/ha","46143"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1997","1997","hg/ha","46531"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1998","1998","hg/ha","50127"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","1999","1999","hg/ha","51256"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2000","2000","hg/ha","51309"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2001","2001","hg/ha","50533"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2002","2002","hg/ha","48467"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2003","2003","hg/ha","52540"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2004","2004","hg/ha","60293"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2005","2005","hg/ha","57451"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2006","2006","hg/ha","56231"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2007","2007","hg/ha","59327"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2008","2008","hg/ha","59148"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2009","2009","hg/ha","64161"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2010","2010","hg/ha","63314"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2011","2011","hg/ha","61802"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2012","2012","hg/ha","54237"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2013","2013","hg/ha","66414"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2014","2014","hg/ha","68405"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2015","2015","hg/ha","68145"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2016","2016","hg/ha","73684"
"QC","Crops","5203","Northern America","5419","Yield","1717","Cereals,Total","2017","2017","hg/ha","74007"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1961","1961","hg/ha","143411"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1962","1962","hg/ha","149331"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1963","1963","hg/ha","140865"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1964","1964","hg/ha","141046"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1965","1965","hg/ha","153525"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1966","1966","hg/ha","155300"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1967","1967","hg/ha","160068"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1968","1968","hg/ha","144622"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1969","1969","hg/ha","168266"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1970","1970","hg/ha","160376"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1971","1971","hg/ha","170644"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1972","1972","hg/ha","157963"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1973","1973","hg/ha","184498"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1974","1974","hg/ha","181418"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1975","1975","hg/ha","191564"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1976","1976","hg/ha","187881"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1977","1977","hg/ha","192596"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1978","1978","hg/ha","189602"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1979","1979","hg/ha","192158"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1980","1980","hg/ha","219572"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1981","1981","hg/ha","199935"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1982","1982","hg/ha","190871"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1983","1983","hg/ha","195043"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1984","1984","hg/ha","180452"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1985","1985","hg/ha","181246"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1986","1986","hg/ha","188121"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1987","1987","hg/ha","208798"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1988","1988","hg/ha","211366"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1989","1989","hg/ha","214768"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1990","1990","hg/ha","195081"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1991","1991","hg/ha","202912"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1992","1992","hg/ha","218914"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1993","1993","hg/ha","230279"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1994","1994","hg/ha","228715"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1995","1995","hg/ha","229578"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1996","1996","hg/ha","220097"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1997","1997","hg/ha","240149"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1998","1998","hg/ha","235602"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","1999","1999","hg/ha","212780"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2000","2000","hg/ha","243873"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2001","2001","hg/ha","229386"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2002","2002","hg/ha","233282"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2003","2003","hg/ha","226123"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2004","2004","hg/ha","239612"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2005","2005","hg/ha","220809"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2006","2006","hg/ha","226695"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2007","2007","hg/ha","215460"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2008","2008","hg/ha","237015"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2009","2009","hg/ha","235044"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2010","2010","hg/ha","227483"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2011","2011","hg/ha","236586"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2012","2012","hg/ha","235608"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2013","2013","hg/ha","238282"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2014","2014","hg/ha","227243"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2015","2015","hg/ha","216309"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2016","2016","hg/ha","224996"
"QC","Crops","5203","Northern America","5419","Yield","1738","Fruit Primary","2017","2017","hg/ha","217804"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1961","1961","hg/ha","2449"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1962","1962","hg/ha","2499"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1963","1963","hg/ha","2606"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1964","1964","hg/ha","2492"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1965","1965","hg/ha","2740"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1966","1966","hg/ha","2857"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1967","1967","hg/ha","2821"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1968","1968","hg/ha","3048"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1969","1969","hg/ha","3011"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1970","1970","hg/ha","3000"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1971","1971","hg/ha","3102"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1972","1972","hg/ha","3127"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1973","1973","hg/ha","3165"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1974","1974","hg/ha","2725"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1975","1975","hg/ha","3354"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1976","1976","hg/ha","3022"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1977","1977","hg/ha","3558"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1978","1978","hg/ha","3520"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1979","1979","hg/ha","3782"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1980","1980","hg/ha","3109"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1981","1981","hg/ha","3569"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1982","1982","hg/ha","3808"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1983","1983","hg/ha","3254"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1984","1984","hg/ha","3458"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1985","1985","hg/ha","4037"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1986","1986","hg/ha","4059"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1987","1987","hg/ha","4114"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1988","1988","hg/ha","3303"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1989","1989","hg/ha","3780"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1990","1990","hg/ha","3975"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1991","1991","hg/ha","4076"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1992","1992","hg/ha","4356"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1993","1993","hg/ha","3886"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1994","1994","hg/ha","4679"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1995","1995","hg/ha","4008"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1996","1996","hg/ha","4441"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1997","1997","hg/ha","4452"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1998","1998","hg/ha","4644"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","1999","1999","hg/ha","4434"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2000","2000","hg/ha","4473"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2001","2001","hg/ha","4495"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2002","2002","hg/ha","4309"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2003","2003","hg/ha","4124"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2004","2004","hg/ha","4910"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2005","2005","hg/ha","5126"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2006","2006","hg/ha","5016"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2007","2007","hg/ha","4921"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2008","2008","hg/ha","5143"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2009","2009","hg/ha","5497"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2010","2010","hg/ha","5337"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2011","2011","hg/ha","5291"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2012","2012","hg/ha","5029"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2013","2013","hg/ha","5805"
"QC","Crops","5203","Northern America","5419","Yield","1732","Oilcrops, Oil Equivalent","2014","2014","hg/ha","5801"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1961","1961","hg/ha","13882"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1962","1962","hg/ha","13813"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1963","1963","hg/ha","15417"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1964","1964","hg/ha","14334"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1965","1965","hg/ha","13075"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1966","1966","hg/ha","14469"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1967","1967","hg/ha","13849"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1968","1968","hg/ha","13987"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1969","1969","hg/ha","14806"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1970","1970","hg/ha","13747"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1971","1971","hg/ha","14779"
"QC","Crops","5203","Northern America","5419","Yield","1726","Pulses,Total","1972","1972","hg/ha","14998"
